Key,brazilian
perkASShotguns3Desc,Aumenta o dano em 15%. Aumenta a taxa de tiro em 15%. Recarregue 15% mais rápido. Isso aumenta no nível 61. Aumenta o dano à madeira em 300%\nDiminui a velocidade de movimento do zumbi para andar em caso de lesão.
perkASShotguns4Desc,Aumenta o dano em 20%. Aumenta a taxa de tiro em 20%. Recarregue 20% mais rápido. Isso aumenta no nível 81. Aumenta o dano à madeira em 300%. Ganhe 20% de dano extra com espingardas.\nDiminui a velocidade de movimento dos zumbis para andar em caso de lesão.
perkASShotguns5Desc,Aumenta o dano em 25%. Aumenta a taxa de tiro em 25%. Recarregue 25% mais rápido. Aumenta o dano à madeira em 300%. Ganhe 20% de dano extra com espingardas. Aumenta a chance de desmembramento em 30% se seu alvo estiver dentro de 3 quarteirões.\nDiminui a velocidade de movimento do zumbi para andar em caso de lesão.
perkASShotgunsDesc,Aumentado com o uso de armas de espingarda. Aumenta o dano com essas armas.\n\nXP atual/XP para o próximo nível: {cvar($AS_Shotguns_XP:0)}/{cvar($AS_Shotguns_LvlNextTotal:0)}
perkASShotgunsName,Armas de espingarda
perkASWeapons1Desc,Aumenta o dano em 5% para esta classe de arma. Aumente a velocidade de recarga em 5%. Aumenta no nível de habilidade 21.
perkASWeapons2Desc,Aumenta o dano em 10% para esta classe de arma. Aumente a velocidade de recarga em 10%. Aumenta no nível de habilidade 41. 
perkASWeapons3Desc,Aumenta o dano em 15% para esta classe de arma. Aumente a velocidade de recarga em 15%. Aumenta no nível de habilidade 61. Aumenta a velocidade de corrida em 10% enquanto segura uma arma automática.
perkASWeapons4Desc,Aumenta o dano em 20% para esta classe de arma. Aumente a velocidade de recarga em 20%. Aumenta no nível de habilidade 81. Aumenta a velocidade de corrida em 10% enquanto segura uma arma automática. 4% de chance por tiro de fazer um boneco de pano inimigo. +1% de dano por acerto até você errar.
perkASWeapons5Desc,Aumenta o dano em 25% para esta classe de arma. Aumente a velocidade de recarga em 25%. Aumenta a velocidade de corrida em 10% enquanto segura uma arma automática. 4% de chance por tiro de fazer um boneco de pano inimigo. +1% de dano por acerto até você errar.
perkAutomaticWeaponsDesc,Torne-se um comando usando armas automáticas para matar seus inimigos.
perkAutomaticWeaponsName,Armas Automáticas
perkAutomaticWeaponsRank1Desc,Aumenta a taxa de tiro de armas automáticas em 5%. Recarregue 10% mais rápido.
perkAutomaticWeaponsRank2Desc,Aumenta a taxa de tiro de armas automáticas em 10%. Recarregue 15% mais rápido.
perkAutomaticWeaponsRank3Desc,Aumenta a taxa de tiro de armas automáticas em 15%. Recarregue 20% mais rápido. Commando Adrenaline: Cada tiro acertado com armas automáticas dá a você 5 de resistência.
perkAutomaticWeaponsRank4Desc,Aumenta a taxa de tiro de armas automáticas em 20%. Recarregue 25% mais rápido. Commando Adrenaline: Cada tiro marcado com armas automáticas dá a você 7 de resistência.
perkAutomaticWeaponsRank5Desc,Aumenta a taxa de tiro de armas automáticas em 25%. Recarregue 30% mais rápido. Commando Adrenaline: Cada tiro marcado com armas automáticas dá a você 10 de resistência.
perkAutoShotgunDesc,Aprenda a construir sua própria espingarda automática.
perkAutoShotgunName,Fabricação de espingarda automática
perkAutoShotgunRank1Desc,Desbloqueia a espingarda automática e receitas de peças. [DECEA3]Requisitos de Nível:[-] Fabricação de Armas 3
perkAutoShotgunRank1Title,Fabricação de espingarda automática
perkBarBrawling8CompleteLongDesc,A 7ª Maldição: Liberte o seu chi interior com esta antiga técnica de artes marciais. O sétimo ataque corpo a corpo acertado em pouco tempo causa 300% de dano.
perkBarBrawlingDesc,Aprenda a usar uma variedade de armas contundentes com efeitos devastadores
perkBarBrawlingName,Brigão de bar
perkBarBrawlingRank1LongDesc,Cause 10% de dano extra com armas contundentes
perkBarBrawlingRank1ShortDesc,Sangue dos irlandeses
perkBarBrawlingRank2LongDesc,Causa 20% de dano extra a oponentes derrubados e atordoados
perkBarBrawlingRank2ShortDesc,Movimentos Finais
perkBarBrawlingRank3LongDesc,"Ganhe 10% de dano a cada morte, até 30%. Dura 20 segundos"
perkBarBrawlingRank3ShortDesc,Instinto Assassino
perkBarBrawlingRank4LongDesc,"Depois de ser atingido, os ataques com armas contundentes são 25% mais rápidos e sua velocidade de movimento aumenta em 10%"
perkBarBrawlingRank4ShortDesc,Modo de raiva
perkBarBrawlingRank5LongDesc,O 7º ataque com arma contundente acertado em pouco tempo causa 300% de dano
perkBarBrawlingRank5ShortDesc,7ª Maldição
perkBasicFarmingDesc,Aprenda a fazer algumas sementes básicas e criar galinhas.
perkBasicFarmingName,Dicas básicas de agricultura
perkBasicFarmingRank1Desc,"Desbloqueia receitas de almofariz e pilão, enxada, sementes de milho e sementes de algodão.  [DECEA3]Requisitos de nível:[-] Jogador nível 5"
perkBasicFarmingRank1Title,Dicas Básicas de Agricultura 1
perkBasicFarmingRank2Desc,"Desbloqueia receitas de ração animal, armadilha para animais, galinheiro e coletor de orvalho.  [DECEA3]Requisitos de nível:[-] Jogador nível 5"
perkBasicFarmingRank2Title,Dicas Básicas de Agricultura 2
perkBasicFarmingRank3Desc,"Desbloqueia receitas de sementes de mirtilo, tomate e babosa. Desbloqueia as receitas Farm Plot e Beehive. [DECEA3]Requisitos de nível:[-] Jogador nível 5"
perkBasicFarmingRank3Title,Dicas Básicas de Agricultura 3
perkBetterBarterDesc,Especialize-se em convencer os comerciantes da área a oferecer um negócio melhor e a abrir seus estoques secretos de coisas realmente boas.
perkBetterBarterName,Melhor troca
perkBetterBarterRank1Desc,Revendedor de rodas
perkBetterBarterRank1LongDesc,Obtenha um negócio 5% melhor em compras e 10% melhor em vendas.\n[DECEA3]Requisitos de nível:[-] Jogador nível 1
perkBetterBarterRank2Desc,Vendedor
perkBetterBarterRank2LongDesc,Obtenha 10% melhores ofertas de compra e 20% melhores de vendas.\n[DECEA3]Requisitos de nível:[-] Jogador nível 10
perkBetterBarterRank3Desc,Gerente de vendas
perkBetterBarterRank3LongDesc,Obtenha 15% melhores ofertas de compra e 30% melhores de vendas.\n[DECEA3]Requisitos de nível:[-] Jogador nível 20
perkBetterBarterRank4Desc,Magnata de Wall Street
perkBetterBarterRank4LongDesc,Obtenha um acordo de compra 20% melhor e um negócio de venda 40% melhor.\n[DECEA3]Requisitos de nível:[-] Jogador nível 40
perkBetterBarterRank5Desc,CEO de Marketing Corporativo
perkBetterBarterRank5LongDesc,Obtenha 25% melhores ofertas de compra e 50% melhores de vendas.\n[DECEA3]Requisitos de nível:[-] Jogador nível 60
perkBetterLeadThanDeadDesc,Quem precisa de precisão quando você pode pulverizar e orar?
perkBetterLeadThanDeadName,Melhor liderar do que morrer
perkBetterLeadThanDeadRank1Desc,Aumenta a taxa de tiro de armas automáticas em 15%. Recarregue-os 10% mais rápido. Aumenta o dano em 10% Aumenta o dano com armas automáticas em ataques na cabeça em 5% Aumenta a chance de decapitação em 5%
perkBetterLeadThanDeadRank1ShortDesc,Melhor liderar do que morto 1
perkBetterLeadThanDeadRank2Desc,Aumenta a taxa de tiro de armas automáticas em 20%. Recarregue-os 15% mais rápido. Aumenta o dano em 20%
perkBetterLeadThanDeadRank2ShortDesc,Melhor liderar do que morto 2
perkBetterLeadThanDeadRank3Desc,Aumenta a taxa de tiro de armas automáticas em 25%. Recarregue-os 20% mais rápido. Aumenta o dano em 30% Aumenta o dano com armas automáticas em ataques na cabeça em 10% Aumenta a chance de decapitação em 10%
perkBetterLeadThanDeadRank3ShortDesc,Melhor liderar do que morto 3
perkBetterLeadThanDeadRank4Desc,Aumenta a taxa de tiro de armas automáticas em 30%. Recarregue-os 25% mais rápido. Aumenta o dano em 40%
perkBetterLeadThanDeadRank4ShortDesc,Melhor liderar do que morto 4
perkBetterLeadThanDeadRank5Desc,Aumenta a taxa de tiro de armas automáticas em 35%. Recarregue-os 30% mais rápido. Aumenta o dano em 50% Aumenta o dano com armas automáticas em ataques na cabeça em 15% Aumenta a chance de decapitação em 15%
perkBetterLeadThanDeadRank5ShortDesc,Melhor liderar do que morto 5
perkBicycleDesc,Até mesmo os idiotas podem construir uma bicicleta se seguirem os passos deste guia simples.
perkBicycleName,Bicicletas para idiotas
perkBicycleRank1Desc,"Desbloqueia a receita da bicicleta.  [DECEA3]Requisitos de Nível:[-] Jogador Nível 5, Sem Classe Mecânico"
perkBladeMasterDesc,Sua habilidade com armas brancas (facas e espadas) é incomparável
perkBladeMasterName,Mestre de facas
perkBladeMasterRank1LongDesc,Reduz o dano recebido em 5%
perkBladeMasterRank1ShortDesc,Defesa Lâmina
perkBladeMasterRank2LongDesc,Os ataques primários certamente causarão sangramento em seu alvo
perkBladeMasterRank2ShortDesc,Mil Cortes
perkBladeMasterRank3LongDesc,"Ganhe 5% de dano a cada morte, até 15%. Dura 20 segundos"
perkBladeMasterRank3ShortDesc,Instinto Assassino
perkBladeMasterRank4LongDesc,Ganhe 2 pontos de vida em cada ataque bem-sucedido
perkBladeMasterRank4ShortDesc,Sanguessuga da vida
perkBladeMasterRank5LongDesc,O 7º ataque com armas brancas acertado em pouco tempo causa 300% de dano
perkBladeMasterRank5ShortDesc,7ª Maldição
perkBoomStickDesc,Este... é meu BOOM STICK!
perkBoomStickName,Vara de lança
perkBoomStickRank1Desc,Aumenta a taxa de tiro de espingardas em 15%. Recarregue-os 10% mais rápido. Aumenta o dano em 10% Aumenta o dano com armas de espingarda em ataques na cabeça em 10% Aumenta a chance de decapitação em 5%
perkBoomStickRank1ShortDesc,Vara de lança 1
perkBoomStickRank2Desc,Aumenta a taxa de tiro de espingardas em 20%. Recarregue-os 15% mais rápido. Aumenta o dano em 20%
perkBoomStickRank2ShortDesc,Vara de lança 2
perkBoomStickRank3Desc,Aumenta a taxa de tiro de espingardas em 25%. Recarregue-os 20% mais rápido. Aumenta o dano em 30% Aumenta o dano com armas de espingarda em ataques na cabeça em 20% Aumenta a chance de decapitação em 10%
perkBoomStickRank3ShortDesc,Vara de lança 3
perkBoomStickRank4Desc,Aumenta a taxa de tiro de espingardas em 30%. Recarregue-os 25% mais rápido. Aumenta o dano em 40%
perkBoomStickRank4ShortDesc,Vara de lança 4
perkBoomStickRank5Desc,Aumenta a taxa de tiro de espingardas em 35%. Recarregue-os 30% mais rápido. Aumenta o dano em 50% Aumenta o dano com armas de espingarda em ataques na cabeça em 30% Aumenta a chance de decapitação em 15%
perkBoomStickRank5ShortDesc,Vara de lança 5
perkBowWeaponsDesc,Aprenda agora a construir sua própria besta e arco composto.
perkBowWeaponsName,Fabricação de arco
perkBowWeaponsRank1Desc,Desbloqueia a receita da besta e do arco de madeira.  [DECEA3]Requisitos de Nível:[-] Fabricação de Armas 2
perkBowWeaponsRank1Title,Fabricação de arco 1
perkBowWeaponsRank2Desc,Desbloqueia a receita do arco composto e da besta composta. [DECEA3]Requisitos de Nível:[-] Fabricação de Armas 3
perkBowWeaponsRank2Title,Fabricação de arco 2
perkBreakingAndEnteringDesc,...mas principalmente quebrando. Melhore em quebrar portas ou paredes com uma arma contundente.
perkBreakingAndEnteringName,Arrombando e entrando
perkBreakingAndEnteringRank1Desc,"Aumenta em 40% o dano de bloqueio de armas contundentes.\nAumenta em 100% o dano causado por pés de cabra contra portas, cofres, baús de tesouro e madeira\nAs marretas ignoram 5% da armadura do alvo."
perkBreakingAndEnteringRank2Desc,"Aumenta em 80% o dano de bloqueio de armas contundentes\nAumenta em 200% o dano causado por pés de cabra contra portas, cofres, baús de tesouro e madeira\nAs marretas ignoram 10% da armadura do alvo."
perkBreakingAndEnteringRank3Desc,"Aumenta em 120% o dano de bloqueio de armas contundentes\nAumenta em 300% o dano causado por pés de cabra contra portas, cofres, baús de tesouro e madeira\nAs marretas ignoram 15% da armadura do alvo.\nAtaques com marretas concedem 2 pontos de resistência."
perkBreakingAndEnteringRank4Desc,"Aumenta em 160% o dano de bloqueio de armas contundentes\nAumenta em 400% o dano causado por pés de cabra contra portas, cofres, baús de tesouro e madeira\nAs marretas ignoram 20% da armadura do alvo."
perkBreakingAndEnteringRank5Desc,"Aumenta o dano de bloqueio de armas contundentes em 200%. Diminui a proteção de reivindicações de terras em 20%\nAumenta em 500% o dano causado por pés de cabra contra portas, cofres, baús de tesouro e madeira\nAs marretas ignoram 25% da armadura do alvo.\nAtaques poderosos com marretas têm 50% de chance de derrubar QUALQUER alvo."
perkButcheringToolsDesc,Aprenda a fazer facas de caça e facão.
perkButcheringToolsName,Fabricação de ferramentas de açougue
perkButcheringToolsRank1Desc,Desbloqueia a receita da faca de caça.  [DECEA3]Requisitos de Nível:[-] Fabricação de Armas 2
perkButcheringToolsRank1Title,Fabricação de ferramentas de açougue 1
perkButcheringToolsRank2Desc,Desbloqueia a receita do facão.  [DECEA3]Requisitos de Nível:[-] Fabricação de Armas 4
perkButcheringToolsRank2Title,Fabricação de ferramentas de açougue 2
perkButcheringToolsRank3Desc,Desbloqueia a receita da faca de caça de titânio.  [DECEA3]Requisitos de nível:[-] Jogador nível 100
perkButcheringToolsRank3Title,Fabricação de ferramentas de açougue 3
perkCharismaticNatureDesc,"Você sabe como lidar com as pessoas, garantindo mais recompensas em missões e melhores negócios de compra e venda."
perkCharismaticNatureName,Natureza Carismática
perkCharismaticNatureRank1Desc,Inspirador
perkCharismaticNatureRank1LongDesc,Obtenha um acordo de compra 2% melhor e um negócio de venda 3% melhor. Ganhe 10% de duques extras ao completar missões.\nOs comerciantes oferecem itens um pouco melhores (+15 estágios de comerciante).
perkCharismaticNatureRank2Desc,Líder da equipe
perkCharismaticNatureRank2LongDesc,Obtenha um negócio 4% melhor na compra e 6% melhor na venda. Ganhe 20% de duques extras ao completar missões.\nOs comerciantes oferecem itens melhores (+30 de estágio de comerciante).
perkCharismaticNatureRank3Desc,Palestrante motivacional
perkCharismaticNatureRank3LongDesc,Obtenha um acordo de compra 6% melhor e um negócio de venda 9% melhor. Ganhe 30% de duques extras ao completar missões.\nOs comerciantes oferecem itens significativamente melhores (+45 estágios de comerciante).
perkCharismaticNatureRank4Desc,Líder de Esquadrão
perkCharismaticNatureRank4LongDesc,Obtenha um negócio 8% melhor na compra e 12% melhor na venda. Ganhe 40% de duques extras ao completar missões.\nOs comerciantes oferecem itens muito melhores (+60 de estágio de comerciante).
perkCharismaticNatureRank5Desc,Comandante do Exército
perkCharismaticNatureRank5LongDesc,Obtenha um acordo de compra 10% melhor e um negócio de venda 15% melhor. Ganhe 50% de duques extras ao completar missões.\nAgora você pode escolher duas recompensas de missão. Os comerciantes oferecem todos os itens de todos os tempos (+75 estágios de comerciante).
perkChemStationDesc,Aprenda a criar a estação de química.
perkChemStationName,Estação Química
perkChemStationRank1Desc,"Desbloqueia a receita da estação de química. [DECEA3]Requisitos de Nível:[-] Criação Científica 2, Criação de Ferramentas 3"
perkChemStationRankTitle,Estação Química
perkCoilgunsDesc,Aprenda agora a construir suas próprias armas de bobina.
perkCoilgunsName,Fabricação de armas de bobina
perkCoilgunsRank1Desc,"Desbloqueia as receitas coilpistol, coilshotgun, parts, coilbattery, coilshell e .44 coilround.  [DECEA3]Requisitos de nível:[-] Jogador nível 60"
perkCoilgunsRank1Title,Fabricação de arma de bobina 1
perkCoilgunsRank2Desc,"Desbloqueia as receitas coilcarbine, coilsniper, parts e 7,62 coilrounds.  [DECEA3]Requisitos de nível:[-] Jogador nível 75"
perkCoilgunsRank2Title,Fabricação de arma de bobina 2
perkCoilgunsRank3Desc,Desbloqueia o coilsniper e as receitas de peças. Desbloqueia munição Hollow Point para armas de bobina.  [DECEA3]Requisitos de nível:[-] Jogador nível 100
perkCoilgunsRank3Title,Fabricação de arma de bobina 3
perkConcreteMixingDesc,Aprenda a misturar seu próprio concreto para fins de construção.
perkConcreteMixingName,Mistura de concreto
perkConcreteMixingRank1Desc,"Desbloqueia as receitas Misturador de Cimento, Mistura de Cimento e Concreto.  [DECEA3]Requisitos de Nível:[-] Criação Científica 2, Ferramentas de Mineração 20, Sem Classe de Trabalhador, Jogador Nível 20"
perkConcreteMixingRankTitle,Mistura de concreto
perkCraftArmorDesc,"Quer fazer armaduras pesadas de melhor qualidade? Esta é a vantagem para você. Armaduras pesadas são sucata, ferro, aço e titânio. Desbloqueia várias receitas em cada nível."
perkCraftArmorLightDesc,"Quer fazer armaduras leves de melhor qualidade? Esta é a vantagem para você. A armadura leve é ​​acolchoada, de couro, militar e Kevlar reforçado com titânio. Desbloqueia várias receitas em cada nível."
perkCraftArmorLightName,Fabricação de armadura leve
perkCraftArmorLightRank1Desc,Desbloqueia receitas de armadura acolchoada.\nNível de fabricação: 11 para armadura. Armaduras de qualidade inferior a 11 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 5
perkCraftArmorLightRank2Desc,Desbloqueia receitas de armadura de couro.\nNível de fabricação: 21 para armadura. Armaduras de qualidade inferior a 21 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 10
perkCraftArmorLightRank3Desc,Nível de fabricação: 31 para armadura. Armaduras de qualidade inferior a 31 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 20
perkCraftArmorLightRank4Desc,Desbloqueia receitas de armadura militar.\nNível de fabricação: 41 para armadura. Armaduras de qualidade inferior a 41 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 40
perkCraftArmorLightRank5Desc,Desbloqueia receitas de armadura Kevlar reforçada com titânio.\nNível de fabricação: 51 para armadura. Armaduras de qualidade inferior a 51 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 60
perkCraftArmorName,Fabricação de Armadura Pesada
perkCraftArmorRank1Desc,Desbloqueia receitas de sucata de armadura.\nNível de fabricação: 11 para armadura. Armaduras de qualidade inferior a 11 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 5
perkCraftArmorRank2Desc,Desbloqueia receitas de Armadura de Ferro.\nNível de fabricação: 21 para armadura. Armaduras de qualidade inferior a 21 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 10
perkCraftArmorRank3Desc,Nível de fabricação: 31 para armadura. Armaduras de qualidade inferior a 31 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 20
perkCraftArmorRank4Desc,Desbloqueia receitas de armadura de aço.\nNível de fabricação: 41 para armadura. Armaduras de qualidade inferior a 41 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 40
perkCraftArmorRank5Desc,Desbloqueia receitas de armadura de titânio.\nNível de fabricação: 51 para armadura. Armaduras de qualidade inferior a 51 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 60
perkCraftAutosDesc,"Quer fazer armas automáticas de melhor qualidade? Esta é a vantagem para você. As armas automáticas são Pipe Machine Gun, AK-47, Tactical AR, M60, M4A1 e Coilcarbine. Desbloqueia várias receitas em cada nível."
perkCraftAutosName,Fabricação automática de armas
perkCraftAutosRank1Desc,"Desbloqueia receitas de munição de latão e aço de AK-47 e 7,62 mm.\nNível de fabricação: 11 para armas automáticas. Armas automáticas de qualidade inferior a 11 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 5"
perkCraftAutosRank2Desc,"Desbloqueia o AR tático e receitas de HP e AP de munição de 7,62 mm.\nNível de fabricação: 21 para armas automáticas. Armas automáticas de qualidade inferior a 21 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 10"
perkCraftAutosRank3Desc,Desbloqueia a receita M60.\nNível de fabricação: 31 para armas automáticas. Armas automáticas abaixo da qualidade 31 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 20
perkCraftAutosRank4Desc,Desbloqueia a receita M4A1.\nNível de fabricação: 41 para armas automáticas. Armas automáticas de qualidade inferior a 41 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 40
perkCraftAutosRank5Desc,"Desbloqueia a Coilcarbine e todas as receitas de coilround de 7,62 mm.\nNível de fabricação: 51 para armas automáticas. Armas automáticas de qualidade inferior a 51 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 60"
perkCraftBowsDesc,"Quer fazer arcos de melhor qualidade? Esta é a vantagem para você. Os arcos são o Arco Primitivo, o Arco de Madeira, o Arco Composto, a Besta de Ferro, a Besta Composta e a Besta de Titânio. Desbloqueia várias receitas em cada nível."
perkCraftBowsName,Fabricação de arco
perkCraftBowsRank1Desc,Desbloqueia a receita do Arco de Madeira.\nNível de Fabricação: 11 para arcos. Arco de qualidade inferior a 11 não se degradará mais após reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 5
perkCraftBowsRank2Desc,Desbloqueia a receita da Besta de Ferro.\nDesbloqueia receitas de flechas flamejantes e dardos flamejantes.\nNível de fabricação: 21 para arcos. Arco de qualidade inferior a 21 não se degradará mais após reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 10
perkCraftBowsRank3Desc,Desbloqueia a receita do Arco Composto.\nNível de Criação: 31 para arcos. Arco de qualidade inferior a 31 não se degradará mais após reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 20
perkCraftBowsRank4Desc,Desbloqueia a receita da Besta Composta.\nDesbloqueia receitas de flechas explosivas e dardos explosivos.\nNível de fabricação: 41 para arcos. Arco de qualidade inferior a 41 não se degradará mais após reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 40
perkCraftBowsRank5Desc,"Desbloqueia as receitas Titanium Crossbow, Titanium Arrow e Titanium Bolt.\nNível de fabricação: 51 para arcos. Arco de qualidade inferior a 51 não se degradará mais após reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 60"
perkCraftFutureTechDesc,"O futuro é agora! Aprenda a fabricar armas a laser, novas bancadas de trabalho e vantagens especiais."
perkCraftFutureTechName,Criação de tecnologia
perkCraftPistolsDesc,"Quer fazer uma pistola de melhor qualidade? Esta é a vantagem para você. As pistolas são Pipe Pistol, Pistol, Advanced Pistol, Magnum, Desert Vulture, SMG e Coilpistol."
perkCraftPistolsName,Fabricação de pistola
perkCraftPistolsRank1Desc,Desbloqueia receitas de pistola e munição de 9 mm em latão e aço.\nNível de fabricação: 11 para pistolas. Pistolas de qualidade inferior a 11 não se degradarão mais com reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 5
perkCraftPistolsRank2Desc,Desbloqueia a Pistola Avançada e receitas de HP e AP com munição de 9 mm.\nNível de fabricação: 21 para pistolas. Pistolas de qualidade inferior a 21 não se degradarão mais com reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 10
perkCraftPistolsRank3Desc,"Desbloqueia receitas de munição Magnum e 0,44 mm de latão e aço.\nNível de fabricação: 31 para pistolas. Pistolas de qualidade inferior a 31 não se degradarão mais com reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 20"
perkCraftPistolsRank4Desc,"Desbloqueia receitas de HP e AP de munição do Desert Vulture, SMG e 0,44 mm.\nNível de fabricação: 41 para pistolas. Pistolas de qualidade inferior a 41 não se degradarão mais com reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 40"
perkCraftPistolsRank5Desc,Desbloqueia as receitas Coilpistol e .44mm coilround.\nNível de fabricação: 51 para pistolas. Pistolas de qualidade inferior a 51 não se degradarão mais com reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 60
perkCraftRiflesDesc,"Quer fazer rifles de melhor qualidade? Esta é a vantagem para você. Os rifles são Pipe Rifle, Hunting Rifle, Lever Action Rifle, Winchester Rifle, Sniper Rifle e Coilsniper."
perkCraftRiflesName,Fabricação de rifle
perkCraftRiflesRank1Desc,"Desbloqueia o rifle de caça e receitas de munição de latão e aço de 7,62 mm.\nNível de fabricação: 11 para rifles. Rifles de qualidade inferior a 11 não se degradarão mais com reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 5"
perkCraftRiflesRank2Desc,"Desbloqueia o rifle de ação de alavanca e receitas de HP e AP de munição de 7,62 mm.\nNível de fabricação: 21 para rifles. Rifles de qualidade inferior a 21 não se degradarão mais com reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 10"
perkCraftRiflesRank3Desc,Desbloqueia a receita do rifle Winchester.\nNível de fabricação: 31 para rifles. Rifles de qualidade inferior a 31 não se degradarão mais com reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 20
perkCraftRiflesRank4Desc,Desbloqueia a receita do rifle de precisão.\nNível de fabricação: 41 para rifles. Rifles de qualidade inferior a 41 não serão mais degradados durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 40
perkCraftRiflesRank5Desc,"Desbloqueia o Coilsniper e todas as receitas de coilround de 7,62 mm.\nNível de fabricação: 51 para rifles. Rifles de qualidade inferior a 51 não se degradarão mais com reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 60"
perkCraftScienceDesc,Quer fabricar armas explosivas e drones de melhor qualidade? Esta é a vantagem para você. Também desbloqueia a criação de mods.
perkCraftScienceName,Artesanato Científico
perkCraftScienceRank1Desc,"Desbloqueia a criação de mod T1. Diminua o tempo de fabricação em 5%\nNível de fabricação: 11 para o lançador de foguetes, lança-chamas e drone robótico. Esses itens abaixo da qualidade 11 não serão mais degradados após reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 10"
perkCraftScienceRank2Desc,"Diminui o tempo de fabricação em 10%\nDesbloqueia o Junk Drone.\nNível de fabricação: 21 para o lançador de foguetes, lança-chamas e drone robótico. Esses itens abaixo da qualidade 21 não serão mais degradados após reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 20"
perkCraftScienceRank3Desc,"Desbloqueia a criação de mod T2. Diminua o tempo de fabricação em 15%\nNível de fabricação: 31 para o lançador de foguetes, lança-chamas e drone robótico. Esses itens abaixo da qualidade 31 não serão mais degradados após reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 30"
perkCraftScienceRank4Desc,"Diminui o tempo de fabricação em 20%\nDesbloqueia todos os mods Junk Drone.\nNível de fabricação: 41 para o lançador de foguetes, lança-chamas e drone robótico. Esses itens abaixo da qualidade 41 não serão mais degradados após reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 40"
perkCraftScienceRank5Desc,"Desbloqueia a criação de mod T3. Diminua o tempo de fabricação em 25%\nNível de fabricação: 51 para o lançador de foguetes, lança-chamas e drone robótico. Esses itens abaixo da qualidade 51 não serão mais degradados após reparos.\n[DECEA3]Requisitos de nível:[-] Jogador nível 50"
perkCraftShotgunsDesc,"Quer fazer espingardas de melhor qualidade? Esta é a vantagem para você. As espingardas são Pipe Shotgun, Double Barreled Shotgun, Pump Shotgun e Coilshotgun."
perkCraftShotgunsName,Fabricação de espingarda
perkCraftShotgunsRank1Desc,Desbloqueia receitas de espingarda de cano duplo e cartuchos de espingarda.\nNível de fabricação: 11 para espingardas. Espingardas de qualidade inferior a 11 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 5
perkCraftShotgunsRank2Desc,Desbloqueia a Pump Shotgun e ambas as receitas de shotgun slug.\nNível de fabricação: 21 para espingardas. Espingardas de qualidade inferior a 21 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 10
perkCraftShotgunsRank3Desc,Nível de fabricação: 31 para espingardas. Espingardas de qualidade inferior a 31 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 20
perkCraftShotgunsRank4Desc,Desbloqueia a receita da Espingarda Automática.\nNível de fabricação: 41 para espingardas. Espingardas de qualidade inferior a 41 não serão mais degradadas durante o reparo.\n[DECEA3]Requisitos de nível:[-] Jogador nível 40
